title,id,activity,status
Unify arguments names in Unicode object C API documentation,18697,2019-12-09.16:13:02,1
Prepare for removing the legacy Unicode C API,36346,2019-12-09.16:12:46,1
Make the function flush_io accessible in the C-API,38829,2019-12-09.16:12:37,1
Create Py_AtExitRegister C API,32312,2019-12-09.16:12:21,1
argparse.BooleanOptionalAction should not add the default value to the help string by default,38956,2019-12-09.15:53:17,1
"Remove support for ""with (await asyncio.lock):""",34793,2019-12-09.15:31:39,1
REPL shows continuation prompt (...) when comment or space entered,38673,2019-12-09.15:12:47,2
wait_closed() can raise ConnectionResetError,38856,2019-12-09.15:01:41,1
"BaseSelectorEventLoop.sock_{recv,sendall}() don't remove their callbacks when canceled",30064,2019-12-09.14:59:33,1
"Possible fatal errors due to _PyEval_SetAsyncGen{Finalizer,Firstiter}()",38410,2019-12-09.14:26:48,1
test_asyncio: sendfile tests fail on AMD64 Debian root 3.7 when _ssl is missing,39006,2019-12-09.14:20:31,2
"Py_BuildValue(""(s#O)"", ...) segfaults if entered with exception raised",38913,2019-12-09.14:18:28,1
"incorrect prefix, exec_prefix in distutils.command.install",38949,2019-12-09.14:16:57,2
"Remove array.fromstring() and array.tostring() aliases, deprecated since Python 3.2",38916,2019-12-09.13:58:48,2
asyncio sock_recv blocks on ssl sockets.,37404,2019-12-09.13:52:06,1
Support subinterpreters in the GIL state API,15751,2019-12-09.13:33:26,1
test_faulthandler: test_dump_traceback_later_file() fails randomly on AMD64 RHEL8 Refleaks 3.x,39005,2019-12-09.13:28:39,1
test_pty fails when using setsid(),38547,2019-12-09.11:15:27,2
Import deadlock detection causes deadlock,38091,2019-12-09.10:27:17,1
GC should happen when a subinterpreter is destroyed,24554,2019-12-09.10:14:07,1
distutils: allow overriding of the RANLIB command on macOS (darwin),37916,2019-12-09.09:43:10,1
stop using ranlib,31625,2019-12-09.09:40:56,2
patch.object should raise another error when first argument is a str,38669,2019-12-09.07:00:24,2
Make libedit support more generic; port readline / libedit to FreeBSD,13501,2019-12-09.03:17:20,1
[security][CVE-2019-9740][CVE-2019-9947] HTTP Header Injection (follow-up of CVE-2016-5699),30458,2019-12-09.03:10:03,2
While parsing email message id: UnboundLocalError,38698,2019-12-09.02:36:06,2
parse_message_id in email module is very buggy / crashy,38708,2019-12-09.02:35:20,2
UserString doesn't combine nicely with strings,16397,2019-12-09.00:53:18,2
dict.setdefault (setdefault of dictionary),38998,2019-12-09.00:45:34,2
Add a CLI flag to venv to use the pwd basename as the prompt,38901,2019-12-08.22:55:26,1
test__xxsubinterpreters test_atexit test_capi test_threading are leaking references,38997,2019-12-08.21:37:19,2
Range causing unstable output(Windows64),39000,2019-12-08.20:54:21,2
Implement __class_getitem__ for PathLike,38994,2019-12-08.20:31:41,2
introduction of default values for collection.namedtuple,38996,2019-12-08.19:35:12,2
namedtuple should use NFKD to find duplicate members,33880,2019-12-08.17:51:19,2
email package folds msg-id identifiers using RFC2047 encoded words where it must not,35805,2019-12-08.17:26:38,2
Revert the new asyncio Streams API,38242,2019-12-08.16:46:58,2
"ContextVar[str] should return ContextVar class, not None",38979,2019-12-08.12:49:21,2
reverse search (ctrl-r) doest not work,38995,2019-12-08.08:37:02,2
Remove test.support.strip_python_stderr(),38991,2019-12-08.07:38:43,2
Add open_file_descriptor parameter to fcntl.lockf() (use the new F_OFD_SETLK flag),22367,2019-12-07.20:10:28,1
Can't reassign __class__ despite the assigned class having identical slots,35048,2019-12-07.18:56:57,1
Make Python compatible with OpenSSL 3.0.0,38820,2019-12-07.17:20:46,1
"Implement __class_getitem__ for Future, Task, Queue",38978,2019-12-07.15:49:04,2
Specifying indent in the json.tool command,29636,2019-12-07.14:14:45,2
Remove/update provisional note for asyncio.BufferedProtocol,38652,2019-12-07.12:54:05,2
Suppport TaskWakeupMethWrapper.__self__ to conform asyncio _format_handle logic,38986,2019-12-07.11:50:58,2
Python 3.8 improperly warns about closing properly closed streams,38529,2019-12-07.11:40:47,2
Make re match object iterable,9529,2019-12-07.09:31:53,2
test_asyncio: test_pipe_handle() failed on AMD64 Windows7 SP1 3.x,38887,2019-12-07.03:09:48,1
test.support.find_unused_port() race condition: test_socket fails with OSError: [Errno 98] Address already in use,38697,2019-12-06.23:10:15,2
unittest: unhelpful truncating of long strings.,21820,2019-12-06.23:08:38,1
Killing asyncio subprocesses on timeout?,38988,2019-12-06.22:56:09,1
test_stack_overflow (test.test_faulthandler.FaultHandlerTests) is stuck with GCC10,38965,2019-12-06.22:48:54,2
using tkinter.filedialog.askopenfilename() freezes python 3.8,38974,2019-12-06.22:43:52,1
Flaky detection of compiler vendor,38961,2019-12-06.22:18:24,1
Untokenize and retokenize does not round-trip,38953,2019-12-06.22:12:32,1
asyncio cannot handle Python3 IPv4Address,38952,2019-12-06.22:09:09,1
Add large-file tests for modules using sendfile(2),37096,2019-12-06.20:35:51,1
crash reimporting posix after Py_Finalize on mac,37931,2019-12-06.19:32:39,1
test_venv: test_isolation() failed on AMD64 Windows7 SP1 3.x: directory not empty: Scripts\,38544,2019-12-06.19:12:33,1
Fail to create _SelectorTransport with unbound socket,27822,2019-12-06.18:57:39,2
Windows 10 ARM64 platform support,33125,2019-12-06.18:45:00,2
test_asyncio: SubprocessPidfdWatcherTests..test_close_dont_kill_finished() leaks a file descriptor,38982,2019-12-06.17:36:33,2
os.read not handling O_DIRECT flag,5396,2019-12-06.17:31:25,2
Shutil cannot delete a folder that contains an .ini file,38868,2019-12-06.16:43:25,2
test_venv: test_overwrite_existing() failed on AMD64 Windows7 SP1 3.x,38983,2019-12-06.16:05:09,2
Captured exceptions are keeping user objects alive unnecessarily in the stdlib,36820,2019-12-06.15:01:35,2
Undocumented behavior that IsolatedAsyncioTestCase would enable event loop debug mode,38608,2019-12-06.13:10:10,2
copy2 doesn't copy metadata on Windows and MacOS,38906,2019-12-06.12:21:25,1
What should the error message in the exception raised by assertTrue and assertFalse be?,38706,2019-12-06.11:51:47,1
Non indemnpotent behavior of asyncio.get_event_loop and asyncio.run sequence.,38955,2019-12-06.11:04:05,1
Shared Memory List Returns 0 Length,38973,2019-12-06.10:52:00,1
`compile` returns the first line of file on termination,38985,2019-12-06.10:33:42,2
Value add to the wrong key in a dictionary,38984,2019-12-06.10:21:46,2
String with NUL characters truncated by ctypes when assigning to a char array,12769,2019-12-06.07:16:34,1
Logging SyslogHandler not appending '\n' to the end,28404,2019-12-06.07:01:49,2
Undefined behavior calling C functions with ctypes.Union arguments,26628,2019-12-06.06:59:42,2
Add an option to json.tool to bypass non-ASCII characters.,27413,2019-12-06.06:44:23,2
os.path.ismount() returns False for current working drive,38948,2019-12-06.01:19:44,1
list comprehensions don't see local variables in pdb in python3,21161,2019-12-05.21:44:31,2
Windows: test_asyncio: test_huge_content_recvinto() fails randomly with ProactorEventLoop,36732,2019-12-05.18:26:35,1
Tests: Avoid MD5 or check for MD5 availablity,38270,2019-12-05.16:51:37,1
Inheritance dataclasses fields and default init statement,36077,2019-12-05.15:44:44,1
Python needs higher resolution app/menu icons,38439,2019-12-05.13:45:10,1
Virtual environment sysconfig.get_path() and distutils.sysconfig.get_python_inc() reports base Python include directory,36383,2019-12-05.13:39:03,1
PC new-logo-based icon set,1490384,2019-12-05.13:22:07,2
async: Return context manager from open(_unix)_connection,38846,2019-12-05.12:43:27,2
Use threading.main_thread() check in asyncio,38951,2019-12-05.12:41:12,2
the f_lineno getter is broken,24565,2019-12-05.11:21:41,1
python3.8 and namedlist1.7 is Incompatible,38977,2019-12-05.10:38:57,2
[PDB] NameError in list comprehension in PDB,38970,2019-12-05.08:04:29,1
"argparse fails with required subparsers, un-named dest, and empty argv",29298,2019-12-05.06:00:18,1
Add support for HTTP Only flag in MozillaCookieJar,38976,2019-12-05.05:14:26,1
Link to instructions to change PowerShell execution policy for venv activation,38972,2019-12-04.23:00:20,1
Output of syntax error in f-string contains wrong filename,38964,2019-12-04.20:05:25,1
Symbol resolution conflict when embeding python in an application using libedit,38634,2019-12-04.17:08:27,2
warnings should use a ContextVar to manage filters/registry,37604,2019-12-04.16:05:15,1
"The ""int"" method doesn't work correctly for long numbers with some decimal places.",38969,2019-12-04.13:10:03,2
pause_reading() doesn't work from connection_made(),31821,2019-12-04.12:11:41,1
int method works improperly,38968,2019-12-04.11:50:58,2
List similarity relationship,38966,2019-12-04.10:43:13,2
"parse failed for mutibytes characters, encode will show in \xxx",33684,2019-12-04.10:27:17,2
Improve is_cgi() in http.server,38863,2019-12-04.09:58:41,2
Improve error message in enum for member name surrounded by underscore.,38967,2019-12-04.09:17:16,1
DTrace FreeBSD build fix,38960,2019-12-04.06:09:48,1
"multiprocessing processes seem to ""bleed"" user information (GID/UID/groups)",38963,2019-12-04.05:34:03,1
Definition of multiple ']' in header configparser,38741,2019-12-04.02:57:02,1
extend captured_output to simulate different stdout.encoding,7982,2019-12-04.00:48:48,1
multiprocessing.pool.Pool.map should take more than one iterable,27873,2019-12-03.23:37:44,1
pathlib paths .normalize(),38924,2019-12-03.18:37:12,2
Provide an option to venv to put files in a bin/ directory on Windows,35003,2019-12-03.18:36:53,2
Remove newline characters from uu encoding methods,38945,2019-12-03.18:18:59,1
cgi.FieldStorage can't parse simple body with Content-Length and no Content-Disposition,27777,2019-12-03.17:23:29,1
cgi.FieldStorage can't parse multipart part headers with Content-Length and no filename in Content-Disposition,24764,2019-12-03.17:23:21,2
Option to skip padding for base64 urlsafe encoding/decoding,29427,2019-12-03.13:54:08,1
"argparse uses ""optional arguments"" for ""keyword arguments""",38950,2019-12-03.11:18:05,2
"argparse required arguments displayed under ""optional arguments""",9694,2019-12-03.11:15:25,1
Misleading AttributeError accessing fileno attribute in tarfile,38572,2019-12-03.11:05:44,1
Parboil -- OpenMP CUTCP performance regression when upgrade from python 2.7.15 to 2.7.17,38959,2019-12-03.06:40:35,1
Cannot compile with libffi from source on Windows,38957,2019-12-03.00:50:48,2
xml.etree.ElementTree.Element inconsistent warning for bool,38941,2019-12-03.00:21:11,1
asyncio REPL swallows KeyboardInterrupt while editing,38958,2019-12-03.00:10:02,1
"""if 0: return"" not raising SyntaxError",1875,2019-12-02.22:41:47,2
Remove unnecessarily random behavior from test_unparse.py,15273,2019-12-02.21:45:15,1
dataclasses.replace raises an exception if InitVar with default argument is not provided.,36470,2019-12-02.20:17:37,1
Audit events for unhandled exceptions,38920,2019-12-02.19:10:42,2
"pathlib: ""Incorrect function"" during resolve()",31842,2019-12-02.18:23:12,1
os.path.ismount sometimes raises FileNotFoundError on Windows,28859,2019-12-02.17:52:35,1
test_ssl  fails in all Fedora buildbots,38954,2019-12-02.13:41:41,2
unitest.mock: Using autospec=True conflicts with 'wraps',31807,2019-12-02.08:29:10,1
Fix the docstring for AbstractEventLoopPolicy.get_event_loop,34344,2019-12-02.03:27:17,2
shutil make_archive create wrong file when base name contains dots at end,35981,2019-12-02.03:18:32,1
threading.Lock.locked is not documented,37883,2019-12-01.20:32:39,2
New AST node Else() should be introduced,21992,2019-12-01.20:00:11,2
Adding new types to parser/unparse.py,38702,2019-12-01.19:59:06,2
f-strings should be part of the Grammar,33754,2019-12-01.19:35:30,1
`compile` doesn't compile into an AST object as specified,27119,2019-12-01.19:25:30,1
ast.dump(indent=True) prettyprinting,19541,2019-12-01.18:58:56,2
support unparse for Suite ast,35632,2019-12-01.18:50:20,1
AST unparsing of infinity numbers,32894,2019-12-01.18:38:27,1
Support annotations in signature strings.,37496,2019-12-01.14:01:56,1
setting f_exc_traceback aborts in debug builds,4724,2019-12-01.12:16:25,1
Add a PyCF_DISPLAY_EXPRESSION_RESULTS flag,16649,2019-12-01.12:13:25,1
Add documentation for METH_FASTCALL and _PyObject_FastCall*(),28805,2019-12-01.09:13:41,1
Adding itertools.pairwise to the standard library?,38200,2019-12-01.04:01:35,1
peephole optimization for constant string interpolation,17068,2019-12-01.00:03:06,2
IDLE on macOS 10.15 Catalina does not open double-clicked files if app already launched,38946,2019-11-30.23:52:56,1
Write unit tests for pdb module,29598,2019-11-30.16:37:13,1
zipfile: Raise ValueError for i/o operations on closed zipfile.ZipExtFile,37523,2019-11-30.08:32:21,2
Possible assertion failures in csv.Dialect(),38942,2019-11-29.20:23:20,1
Add a new functools.cast() function,38940,2019-11-29.18:02:32,2
Using Python as a Calculator,38939,2019-11-29.17:57:16,2
fatal error during installation 0x80070643 during python installation,38936,2019-11-29.17:23:40,1
NameError in list comprehension within .pth file,38937,2019-11-29.15:36:37,1
Exception parsing invalid email address headers starting or ending with dot,30988,2019-11-29.11:04:39,1
broken container/selinux integration,38893,2019-11-29.09:18:21,1
SimpleCookie fails to parse any cookie if an entry has whitespace in the name,31456,2019-11-29.06:58:01,1
Provide a way to get/set PyInterpreterState.frame_eval without needing to access interpreter internals,38500,2019-11-28.23:53:10,1
unusual behaviour on list of dependable lambdas,38933,2019-11-28.19:04:45,2
pathlib.Path on Windows - parser issue,38931,2019-11-28.15:48:13,2
EnvBuilder.upgrade_dependencies() does not exist on 3.8,38928,2019-11-28.15:45:41,2
Reference-counting problem in sqlite,37347,2019-11-28.15:42:19,2
Immutable types inplace operations work incorrect in async,38817,2019-11-28.11:27:46,2
SpooledTemporaryFile rollover corrupts data silently when Unicode characters are written,26730,2019-11-28.08:27:28,2
File modes with '+' character does not give expected output,38935,2019-11-28.07:29:19,2
Tkinter checkbutton switch on and off together,38898,2019-11-28.07:04:43,2
Color setting doesn't work in tkinter,38917,2019-11-28.06:38:05,2
unittest.mock.Mock.reset_mocks does not pass all arguments to its children,38932,2019-11-28.06:15:44,1
functools.cached_property is not supported for setattr,38524,2019-11-28.05:33:36,2
